id_hex,id_dec,name_wotl,name_psx,name_ivc,ability_type,formula_hex,formula_text,x,y,range,aoe,vertical,ct,mp_cost,elements,inflict_status_hex,inflict_status_mode,inflict_statuses,ForceSelfTarget,Blank7,WeaponRange,VerticalFixed,VerticalTolerance,WeaponStrike,Auto,TargetSelf,HitEnemies,HitAllies,TopDownTarget,FollowTarget,RandomFire,LinearAttack,ThreeDirections,HitCaster,Reflectable,Arithmetickable,Silenceable,Mimicable,NormalAttack,Persevere,ShowQuote,AnimateOnMiss,CounterFlood,CounterMagic,Direct,Shirahadori,RequiresSword,RequiresMateriaBlade,Evadeable,Targeting,type_specific,jp_cost,used_by_enemies,psx_action_diff,raw14_psp,source
0x016,22,Thundaga,Bolt 3,Thundaga,Normal,0x08,Dmg_F(MA*Y) ME,0,24,4,1,3,7,24,Lightning,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,500,True,,0401030000E24240080018000718,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x017,23,Thundaja,Bolt 4,Thundaja,Normal,0x08,Dmg_F(MA*Y) ME,0,32,4,2,3,10,48,Lightning,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,,900,True,,0402030001220240080020000A30,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x018,24,Blizzard,Ice,Blizzard,Normal,0x08,Dmg_F(MA*Y) ME,0,14,4,1,1,4,6,Ice,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,50,True,,0401010000E2422008000E000406,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x019,25,Blizzara,Ice 2,Blizzara,Normal,0x08,Dmg_F(MA*Y) ME,0,18,4,1,2,5,12,Ice,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,200,True,,0401020000E2422008001200050C,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x01A,26,Blizzaga,Ice 3,Blizzaga,Normal,0x08,Dmg_F(MA*Y) ME,0,24,4,1,3,7,24,Ice,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,500,True,,0401030000E24220080018000718,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x01B,27,Blizzaja,Ice 4,Blizzaja,Normal,0x08,Dmg_F(MA*Y) ME,0,32,4,2,3,10,48,Ice,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,,900,True,,0402030001220220080020000A30,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x01C,28,Poison,Poison,Poison,Normal,0x0A,Hit_F(MA+X)% ME,160,0,4,1,2,3,6,,0x27,AllOrNothing,Poison,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,150,True,,0401020000E242000AA000270306,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x01D,29,Toad,Frog,Toad,Normal,0x0A,Hit_F(MA+X)% ME,120,0,3,0,0,5,12,,0x73,AllOrNothing,Frog,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,500,True,,0300000000E242000A780073050C,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x01E,30,Death,Death,Death,Normal,0x0E,Dmg_(Y)% Hit_F(MA+X)% 100% Status Hide Status,100,100,4,0,0,10,24,,0x29,AllOrNothing,Dead,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,600,True,,0400000000E242000E6464290A18,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x01F,31,Flare,Flare,Flare,Normal,0x08,Dmg_F(MA*Y) ME,0,46,5,0,0,7,60,,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,1000,True,,0500000000E2420008002E00073C,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x020,32,Haste,Haste,Haste,Normal,0x0B,Hit_F(MA+X)% NE,180,0,3,1,0,2,8,,0x2A,AllOrNothing,Haste,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,100,True,,0301000000E200000BB4002A0208,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x021,33,Hasteja,Haste 2,Hasteja,Normal,0x0B,Hit_F(MA+X)% NE,240,0,3,1,3,7,30,,0x2A,AllOrNothing,Haste,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,600,True,,03010300002200000BF0002A071E,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x022,34,Slow,Slow,Slow,Normal,0x0A,Hit_F(MA+X)% ME,180,0,3,1,0,2,8,,0x2B,AllOrNothing,Slow,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,80,True,,0301000000E242000AB4002B0208,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x023,35,Slowja,Slow 2,Slowja,Normal,0x0A,Hit_F(MA+X)% ME,240,0,3,1,3,7,30,,0x2B,AllOrNothing,Slow,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,,600,True,,03010300002202000AF0002B071E,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x024,36,Stop,Stop,Stop,Normal,0x0A,Hit_F(MA+X)% ME,110,0,3,1,0,7,14,,0x2C,AllOrNothing,Stop,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,350,True,,0301000000E242000A6E002C070E,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x025,37,Immobilize,Don't Move,Immobilize,Normal,0x0A,Hit_F(MA+X)% ME,190,0,3,1,1,3,10,,0x2D,AllOrNothing,DontMove,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,100,True,,0301010000E242000ABE002D030A,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x026,38,Float,Float ,Float,Normal,0x0B,Hit_F(MA+X)% NE,140,0,4,1,1,2,8,,0x2E,AllOrNothing,Float,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,200,True,,0401010000E200000B8C002E0208,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x027,39,Reflect ,Reflect ,Reflect,Normal,0x0B,Hit_F(MA+X)% NE,180,0,4,0,0,2,12,,0x2F,AllOrNothing,Reflect,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,300,True,,0400000000E200000BB4002F020C,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x028,40,<Unknown> ,(Summon Demon),,Normal,0x00,Dmg_[Weapon] PE,0,0,0,0,0,0,0,,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,False,,0000000000000000000000000000,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x029,41,Quick,Quick,Quick,Normal,0x12,Set_Quick Hit_F(MA+X)% NS NE,140,0,4,0,0,4,24,,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,,900,True,,0400000000A24000128C00000418,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x02A,42,Gravity,Demi,Gravity,Normal,0x09,Dmg_(Y/100)% Hit_F(MA+X)% ME,190,25,4,1,1,6,24,,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,250,True,,0401010000E2420009BE19000618,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x02B,43,Graviga,Demi 2,Graviga,Normal,0x09,Dmg_(Y/100)% Hit_F(MA+X)% ME,120,50,4,1,3,10,50,,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,550,True,1,0401030000E24200097832000A32,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x02C,44,Meteor,Meteor,Meteor,Normal,0x08,Dmg_F(MA*Y) ME,0,40,4,3,3,20,70,,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,,1500,True,1,0403030000224000080028001446,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x02D,45,Sanguine Sword,  ,Chant,Normal,0x65,<<Sanguine Sword>>,0,0,3,0,0,0,0,Dark,0x00,,,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,,500,True,1,0300000511020801650000000000,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x02E,46,Umbra,Blind ,Umbra,Normal,0x0A,Hit_F(MA+X)% ME,200,0,4,1,1,2,4,,0x30,AllOrNothing,Darkness,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,100,True,,0401010000E242000AC800300204,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x02F,47,Empowerment,Spell Absorb,Empowerment,Normal,0x0F,AbsorbMP_(Y)% Hit_F(MA+X)% NS ME,160,33,4,0,0,2,2,,0x00,,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,,200,True,,04000001012240000FA021000202,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x030,48,Invigoration,Life Drain,Invigoration,Normal,0x10,AbsorbHP_(Y)% Hit_F(MA+X)% NS ME,160,25,4,0,0,2,16,,0x00,,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,,350,True,,040000010122400010A019000210,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x031,49,Belief,Pray Faith,Belief,Normal,0x0A,Hit_F(MA+X)% ME,150,0,4,0,0,4,6,,0x31,AllOrNothing,Faith,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,400,True,,0400000000E200000A9600310406,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x032,50,Disbelief,Doubt Faith,Disbelief,Normal,0x0A,Hit_F(MA+X)% ME,150,0,4,0,0,4,6,,0x32,AllOrNothing,Innocent,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,400,True,,0400000000E200000A9600320406,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x033,51,Corruption,Zombie ,Corruption,Normal,0x0A,Hit_F(MA+X)% ME,100,0,4,0,0,5,20,,0x33,AllOrNothing,Undead,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,300,True,,0400000000E242000A6400330514,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x034,52,Quiescence,Silence Song,Quiescence,Normal,0x0A,Hit_F(MA+X)% ME,180,0,4,1,1,3,16,,0x34,AllOrNothing,Silence,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,170,True,,0401010000E242000AB400340310,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x035,53,Fervor,Blind Rage,Fervor,Normal,0x0A,Hit_F(MA+X)% ME,120,0,4,0,0,5,16,,0x35,AllOrNothing,Berserk,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,400,True,,0400000000E242000A7800350510,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x036,54,Trepidation,Foxbird,Trepidation,Normal,0x61,-Brave_(Y) Hit_F(MA+X)% NS ME,140,30,4,0,0,4,20,,0x00,,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,200,True,,0400000000E24200618C1E000414,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x037,55,Delirium,Confusion Song,Delirium,Normal,0x0A,Hit_F(MA+X)% ME,130,0,4,0,0,5,20,,0x36,AllOrNothing,Confusion,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,400,True,,0400000000E242000A8200360514,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x038,56,Harmony,Dispel Magic,Harmony,Normal,0x0A,Hit_F(MA+X)% ME,200,0,4,0,0,3,34,,0x37,Cancel,Float|Reraise|Transparent|Regen|Protect|Shell|Haste|Faith|Reflect,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,,800,True,,04000000006240000AC800370322,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x039,57,Hesitation,Paralyze,Hesitation,Normal,0x0A,Hit_F(MA+X)% ME,185,0,4,1,0,5,10,,0x38,AllOrNothing,DontAct,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,100,True,,0401000000E242000AB90038050A,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x03A,58,Repose,Sleep ,Repose,Normal,0x0A,Hit_F(MA+X)% ME,170,0,4,1,1,6,24,,0x39,AllOrNothing,Sleep,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,350,True,,0401010000E242000AAA00390618,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x03B,59,Induration,Petrify,Induration,Normal,0x0A,Hit_F(MA+X)% ME,120,0,4,0,0,10,16,,0x3A,AllOrNothing,Petrify,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,,600,True,1,0400000000E242000A78003A0A10,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x03C,60,Moogle,Moogle,Moogle,Normal,0x0C,Heal_F(MA*Y) NS NE,0,10,4,2,2,3,8,,0x00,,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,110,True,1,04020200802200000C000A000308,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x03D,61,Shiva,Shiva,Shiva,Normal,0x08,Dmg_F(MA*Y) ME,0,20,4,2,2,7,24,Ice,0x00,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,200,True,1,0402020040220020080014000718,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x03E,62,Ramuh,Ramuh,Ramuh,Normal,0x08,Dmg_F(MA*Y) ME,0,20,4,2,2,7,24,Lightning,0x00,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,200,True,1,0402020040220040080014000718,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x03F,63,Ifrit,Ifrit,Ifrit,Normal,0x08,Dmg_F(MA*Y) ME,0,20,4,2,2,7,24,Fire,0x00,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,200,True,1,0402020040220080080014000718,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x040,64,Titan,Titan,Titan,Normal,0x08,Dmg_F(MA*Y) ME,0,22,4,2,2,10,30,Earth,0x00,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,220,True,1,0402020040220008080016000A1E,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x041,65,Golem,Golem,Golem,Normal,0x14,Set_Golem Hit_CasF/100*(MA+X)% GlmHP(TarMaxHP) NS NE,200,0,0,0,0,4,40,,0x00,,,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,500,True,1,000000021022010014C800000428,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x042,66,Carbuncle,Carbunkle,Carbuncle,Normal,0x0B,Hit_F(MA+X)% NE,150,0,4,2,2,5,30,,0x2F,AllOrNothing,Reflect,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,350,True,1,04020200802200000B96002F051E,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x043,67,Bahamut,Bahamut,Bahamut,Normal,0x08,Dmg_F(MA*Y) ME,0,42,4,3,3,15,60,,0x00,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,1600,True,1,040303004022000008002A000F3C,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x044,68,Odin,Odin,Odin,Normal,0x08,Dmg_F(MA*Y) ME,0,36,4,3,3,13,50,,0x00,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,900,True,1,0403030040220000080024000D32,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x045,69,Leviathan,Leviathan,Leviathan,Normal,0x08,Dmg_F(MA*Y) ME,0,34,4,3,3,13,48,Water,0x00,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,860,True,1,0403030040220004080022000D30,FFTPatcher PSP(WotL) vanilla Abilities.bin
0x046,70,Salamander,Salamander,Salamander,Normal,0x08,Dmg_F(MA*Y) ME,0,34,4,2,2,13,48,Fire,0x00,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,860,True,1,0402020040220080080022000D30,FFTPatcher PSP(WotL) vanilla Abilities.bin
